Compt_ID,year,month,prcp
Nseleni_J006,2009,12,98.61249724
Terranera_B38,2009,12,113.5878659
South_Areas_B35b,2009,12,114.2475112
Kwambo_A017,2009,12,93.40706067
Teranera_C55,2009,12,106.3067768
Port_Durnford_B044,2009,12,106.2825493
Nyalazi_B032,2010,1,105.9459644
Palm_Ridge_C15a,2010,1,124.2875189
Futululu_E6a,2010,1,117.716781
Mtubatuba_B003,2010,1,114.655151
Trust_D13,2010,1,115.4000425
Trust_E23,2010,1,121.0425633
Trust_E24,2010,1,120.6617422
Mavuya_B3a,2010,1,117.004465
Salpine_G22,2010,1,113.7904
Salpine_G33,2010,1,118.1656744
Salpine_F7,2010,1,116.3856063
Kwambo_F011A,2010,1,129.1737122
Nseleni_J006,2010,1,117.3620244
Terranera_B38,2010,1,119.6940544
South_Areas_B35b,2010,1,122.9963056
Kwambo_A017,2010,1,109.6884
Teranera_C55,2010,1,119.1468337
Port_Durnford_B044,2010,1,101.9029444
Nyalazi_B032,2010,2,82.1754581
Palm_Ridge_C15a,2010,2,92.15762095
Futululu_E6a,2010,2,100.3814998
Mtubatuba_B003,2010,2,94.69683762
Trust_D13,2010,2,85.26192905
Trust_E23,2010,2,89.11556
Trust_E24,2010,2,83.98306889
Mavuya_B3a,2010,2,88.55946817
Salpine_G22,2010,2,91.65325889
Salpine_G33,2010,2,97.5782646
Salpine_F7,2010,2,102.435415
Kwambo_F011A,2010,2,87.51024667
Nseleni_J006,2010,2,89.88347556
Terranera_B38,2010,2,87.80426556
South_Areas_B35b,2010,2,92.20889
Kwambo_A017,2010,2,97.90978222
Teranera_C55,2010,2,96.35628148
Port_Durnford_B044,2010,2,108.5104867
Nyalazi_B032,2010,3,83.3182781
Palm_Ridge_C15a,2010,3,89.74602206
Futululu_E6a,2010,3,109.3973987
Mtubatuba_B003,2010,3,94.87595095
Trust_D13,2010,3,92.73316794
Trust_E23,2010,3,89.62570444
Trust_E24,2010,3,87.59215444
Mavuya_B3a,2010,3,84.7489104
Salpine_G22,2010,3,84.55168333
Salpine_G33,2010,3,90.22772905
Salpine_F7,2010,3,101.3899761
Kwambo_F011A,2010,3,88.30273444
Nseleni_J006,2010,3,92.31618079
Terranera_B38,2010,3,84.21696413
South_Areas_B35b,2010,3,88.64979302
Kwambo_A017,2010,3,88.58310667
Teranera_C55,2010,3,87.81842704
Port_Durnford_B044,2010,3,87.66218333
Nyalazi_B032,2010,4,83.86337603
Palm_Ridge_C15a,2010,4,84.01615444
Futululu_E6a,2010,4,90.76280984
Mtubatuba_B003,2010,4,82.46655206
Trust_D13,2010,4,77.63962476
Trust_E23,2010,4,78.48687
Trust_E24,2010,4,75.01293667
Mavuya_B3a,2010,4,75.54717167
Salpine_G22,2010,4,79.54195778
Salpine_G33,2010,4,81.80201905
Salpine_F7,2010,4,83.02449614
Kwambo_F011A,2010,4,81.21641778
Nseleni_J006,2010,4,74.82873746
Terranera_B38,2010,4,76.62292857
South_Areas_B35b,2010,4,77.19659524
Kwambo_A017,2010,4,80.56438444
Teranera_C55,2010,4,76.59788426
Port_Durnford_B044,2010,4,80.03259333
Nyalazi_B032,2010,5,14.99265307
Palm_Ridge_C15a,2010,5,17.02474159
Futululu_E6a,2010,5,16.70306556
Mtubatuba_B003,2010,5,18.07308937
Trust_D13,2010,5,24.93923167
Trust_E23,2010,5,24.36626563
Trust_E24,2010,5,23.54878786
Mavuya_B3a,2010,5,19.88248357
Salpine_G22,2010,5,18.81819095
Salpine_G33,2010,5,19.48492381
Salpine_F7,2010,5,23.61209265
Kwambo_F011A,2010,5,31.87490751
Nseleni_J006,2010,5,35.82330492
Terranera_B38,2010,5,36.90589778
South_Areas_B35b,2010,5,37.57815127
Kwambo_A017,2010,5,37.79865347
Teranera_C55,2010,5,36.8327068
Port_Durnford_B044,2010,5,40.20283805
Nyalazi_B032,2010,6,15.14907259
Palm_Ridge_C15a,2010,6,16.5558646
Futululu_E6a,2010,6,16.09679175
Mtubatuba_B003,2010,6,17.67894048
Trust_D13,2010,6,24.08891378
Trust_E23,2010,6,24.25645563
Trust_E24,2010,6,23.5747323
Mavuya_B3a,2010,6,18.03178484
Salpine_G22,2010,6,18.03635317
Salpine_G33,2010,6,19.65828825
Salpine_F7,2010,6,20.41609598
Kwambo_F011A,2010,6,28.79920529
Nseleni_J006,2010,6,29.57852492
Terranera_B38,2010,6,32.0431
South_Areas_B35b,2010,6,32.62917905
Kwambo_A017,2010,6,33.43291759
Teranera_C55,2010,6,32.83362013
Port_Durnford_B044,2010,6,38.3374144
Nyalazi_B032,2010,7,13.26263481
Palm_Ridge_C15a,2010,7,14.62948683
Futululu_E6a,2010,7,13.11550905
Mtubatuba_B003,2010,7,12.9585127
Trust_D13,2010,7,15.11504712
Trust_E23,2010,7,16.44255056
Trust_E24,2010,7,16.44699611
Mavuya_B3a,2010,7,15.56666484
Salpine_G22,2010,7,14.26113317
Salpine_G33,2010,7,17.38294603
Salpine_F7,2010,7,18.5870182
Kwambo_F011A,2010,7,26.64490093
Nseleni_J006,2010,7,21.77355968
Terranera_B38,2010,7,27.22368508
South_Areas_B35b,2010,7,27.83996048
Kwambo_A017,2010,7,28.82362378
Teranera_C55,2010,7,28.02582775
Port_Durnford_B044,2010,7,34.70791662
Nyalazi_B032,2010,8,14.18175481
Palm_Ridge_C15a,2010,8,15.44767238
Futululu_E6a,2010,8,14.14499571
Mtubatuba_B003,2010,8,13.72697937
Trust_D13,2010,8,15.47747489
Trust_E23,2010,8,17.07938611
Trust_E24,2010,8,17.35815722
Mavuya_B3a,2010,8,16.72056651
Salpine_G22,2010,8,15.55333603
Salpine_G33,2010,8,18.37901381
Salpine_F7,2010,8,19.72987987
Kwambo_F011A,2010,8,26.52458259
Nseleni_J006,2010,8,22.70244357
Terranera_B38,2010,8,27.13117452
South_Areas_B35b,2010,8,28.02109881
Kwambo_A017,2010,8,28.94482434
Teranera_C55,2010,8,28.38094831
Port_Durnford_B044,2010,8,32.34891836
Nyalazi_B032,2010,9,13.58949148
Palm_Ridge_C15a,2010,9,14.98759206
Futululu_E6a,2010,9,13.48496063
Mtubatuba_B003,2010,9,13.45691603
Trust_D13,2010,9,15.45965601
Trust_E23,2010,9,17.13414659
Trust_E24,2010,9,17.52679103
Mavuya_B3a,2010,9,16.41831206
Salpine_G22,2010,9,15.36469048
Salpine_G33,2010,9,17.61303016
Salpine_F7,2010,9,19.95131431
Kwambo_F011A,2010,9,27.24159037
Nseleni_J006,2010,9,23.97507103
Terranera_B38,2010,9,29.00658087
South_Areas_B35b,2010,9,28.82970294
Kwambo_A017,2010,9,28.71860323
Teranera_C55,2010,9,27.92758632
Port_Durnford_B044,2010,9,32.90454614
Nyalazi_B032,2010,10,137.2086933
Palm_Ridge_C15a,2010,10,136.5525878
Futululu_E6a,2010,10,134.0097056
Mtubatuba_B003,2010,10,132.4496878
Trust_D13,2010,10,130.95959
Trust_E23,2010,10,127.2217489
Trust_E24,2010,10,123.9017125
Mavuya_B3a,2010,10,132.7274231
Salpine_G22,2010,10,131.2715514
Salpine_G33,2010,10,135.222344
Salpine_F7,2010,10,131.1967811
Kwambo_F011A,2010,10,111.2540456
Nseleni_J006,2010,10,122.133843
Terranera_B38,2010,10,121.3550519
South_Areas_B35b,2010,10,122.9811641
Kwambo_A017,2010,10,106.4791356
Teranera_C55,2010,10,119.6111167
Port_Durnford_B044,2010,10,108.9162367
Nyalazi_B032,2010,11,115.0114089
Palm_Ridge_C15a,2010,11,126.9527733
Futululu_E6a,2010,11,114.1475367
Mtubatuba_B003,2010,11,112.0859478
Trust_D13,2010,11,116.4550389
Trust_E23,2010,11,117.3176033
Trust_E24,2010,11,106.1261348
Mavuya_B3a,2010,11,123.7850053
Salpine_G22,2010,11,112.5281537
Salpine_G33,2010,11,126.8253284
Salpine_F7,2010,11,118.6508633
Kwambo_F011A,2010,11,101.7859
Nseleni_J006,2010,11,116.5221263
Terranera_B38,2010,11,117.7337608
South_Areas_B35b,2010,11,120.4061475
Kwambo_A017,2010,11,102.4973389
Teranera_C55,2010,11,115.3128578
Port_Durnford_B044,2010,11,108.3213378
Nyalazi_B032,2010,12,190.1338644
Palm_Ridge_C15a,2010,12,162.8757667
Futululu_E6a,2010,12,149.8540211
Mtubatuba_B003,2010,12,158.0488867
Trust_D13,2010,12,154.3143844
Trust_E23,2010,12,157.5386256
Trust_E24,2010,12,158.4264711
Mavuya_B3a,2010,12,162.0879006
Salpine_G22,2010,12,180.0370733
Salpine_G33,2010,12,187.9959544
Salpine_F7,2010,12,152.0279674
Kwambo_F011A,2010,12,154.5654022
Nseleni_J006,2010,12,159.1525722
Terranera_B38,2010,12,167.04601
South_Areas_B35b,2010,12,162.1281744
Kwambo_A017,2010,12,146.9833567
Teranera_C55,2010,12,154.9046522
Port_Durnford_B044,2010,12,111.8634633
Nyalazi_B032,2011,1,186.7839683
Palm_Ridge_C15a,2011,1,218.3118643
Futululu_E6a,2011,1,182.4193317
Mtubatuba_B003,2011,1,180.3318883
Trust_D13,2011,1,186.1712117
Trust_E23,2011,1,214.0293783
Trust_E24,2011,1,191.4620867
Mavuya_B3a,2011,1,206.5239817
Salpine_G22,2011,1,183.58352
Salpine_G33,2011,1,216.8492917
Salpine_F7,2011,1,170.9407383
Kwambo_F011A,2011,1,182.7023817
Nseleni_J006,2011,1,219.3483617
Terranera_B38,2011,1,217.3229383
South_Areas_B35b,2011,1,217.047425
Kwambo_A017,2011,1,188.751815
Teranera_C55,2011,1,216.06665
Port_Durnford_B044,2011,1,185.3906533
Nyalazi_B032,2011,2,56.41340833
Palm_Ridge_C15a,2011,2,56.40645929
Futululu_E6a,2011,2,54.425815
Mtubatuba_B003,2011,2,56.00845167
Trust_D13,2011,2,54.02343667
Trust_E23,2011,2,58.37257333
Trust_E24,2011,2,56.45206
Mavuya_B3a,2011,2,57.36281333
Salpine_G22,2011,2,56.04566833
Salpine_G33,2011,2,57.75760333
Salpine_F7,2011,2,56.56400167
Kwambo_F011A,2011,2,65.78202333
Nseleni_J006,2011,2,57.84836333
Terranera_B38,2011,2,59.38934167
South_Areas_B35b,2011,2,59.13870333
Kwambo_A017,2011,2,73.64314833
Teranera_C55,2011,2,62.43185
Port_Durnford_B044,2011,2,74.62438833
Nyalazi_B032,2011,3,72.86020167
Palm_Ridge_C15a,2011,3,76.35741262
Futululu_E6a,2011,3,72.81008167
Mtubatuba_B003,2011,3,76.27912333
Trust_D13,2011,3,64.11760833
Trust_E23,2011,3,83.56087667
Trust_E24,2011,3,80.98417
Mavuya_B3a,2011,3,76.426375
Salpine_G22,2011,3,72.617055
Salpine_G33,2011,3,80.27087238
Salpine_F7,2011,3,75.93685333
