Compt_ID,year,month,srad
Kwambo_A017,2011,1,18.95360531
Teranera_C55,2011,1,18.18777375
Port_Durnford_B044,2011,1,18.56379273
Nyalazi_B032,2011,2,22.59279812
Palm_Ridge_C15a,2011,2,22.03892584
Futululu_E6a,2011,2,22.50561273
Mtubatuba_B003,2011,2,22.54089203
Trust_D13,2011,2,22.46639203
Trust_E23,2011,2,21.97790339
Trust_E24,2011,2,22.33973092
Mavuya_B3a,2011,2,22.16720843
Salpine_G22,2011,2,22.46456666
Salpine_G33,2011,2,21.86820749
Salpine_F7,2011,2,22.43882979
Kwambo_F011A,2011,2,22.33895807
Nseleni_J006,2011,2,22.05526705
Terranera_B38,2011,2,21.9842966
South_Areas_B35b,2011,2,22.03914955
Kwambo_A017,2011,2,22.51726394
Teranera_C55,2011,2,22.07838345
Port_Durnford_B044,2011,2,22.33959879
Nyalazi_B032,2011,3,20.35087476
Palm_Ridge_C15a,2011,3,20.24168523
Futululu_E6a,2011,3,20.0488072
Mtubatuba_B003,2011,3,20.15697858
Trust_D13,2011,3,20.13930677
Trust_E23,2011,3,20.10216913
Trust_E24,2011,3,20.1522429
Mavuya_B3a,2011,3,20.33786701
Salpine_G22,2011,3,20.11263446
